Waktu Order,Waktu Bayar,Produk,Jenis Order,Total Penjualan (Rp),Metode Pembayaran,Kasir
02-09-2025 21:25:54,02-09-2025 21:26:06,"Red Velvet,Nasi Goreng",Table,"Rp43.000,00",Cash,Mita
02-09-2025 21:26:48,02-09-2025 21:27:01,"Red Velvet,Risol",Table,"Rp33.000,00",Cash,Mita
02-09-2025 21:27:26,02-09-2025 21:27:36,Chocolate,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Mita
02-09-2025 21:28:48,02-09-2025 21:29:00,Hazelnut,Table,"Rp23.000,00",Cash,Mita
02-09-2025 21:29:41,02-09-2025 21:30:09,Chocolate,Table,"Rp25.000,00",Cash,Mita
02-09-2025 21:30:43,02-09-2025 21:31:33,Risol,Table,"Rp10.000,00",Cash,Mita
02-09-2025 21:31:59,02-09-2025 21:32:11,BerryCha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Mita
02-09-2025 21:40:24,02-09-2025 22:54:18,"Ubi Goreng,Americano ,Kentang Goreng,BerryLush,Mie Goreng,Sup Ubi,Nasi Goreng,Banana,ButterScotch,BerryLush,Air Mineral,Florana",Table,"Rp287.000,00","Bank Transfer, SCAN QR",Mita
02-09-2025 21:44:12,02-09-2025 21:44:31,"ChocoBerry,Lemon Tea,Ayam Geprek",Table,"Rp63.000,00",Cash,Mita
02-09-2025 21:51:21,02-09-2025 21:52:04,"Red Velvet,Pisang Goreng",Table,"Rp38.000,00",Cash,Mita
02-09-2025 21:52:56,02-09-2025 21:53:44,"Matcha,Air Mineral",Table,"Rp32.000,00",Cash,Mita
02-09-2025 21:54:34,02-09-2025 21:54:44,Sweet Cloud,Table,"Rp25.000,00",Cash,Mita
02-09-2025 21:55:23,02-09-2025 21:55:27,Florana,Table,"Rp23.000,00",Cash,Mita
02-09-2025 21:57:28,02-09-2025 21:57:32,Chocolate,Table,"Rp25.000,00",Cash,Mita
02-09-2025 22:12:15,02-09-2025 22:12:20,Banana Chocolate,Table,"Rp22.000,00",Cash,Mita
02-09-2025 22:16:31,02-09-2025 22:17:31,"Banana Chocolate,Risol",Table,"Rp32.000,00",Cash,Mita
03-09-2025 09:23:22,03-09-2025 09:24:27,"Nasi Goreng,Matcha",Table,"Rp47.000,00",Cash,Mita
03-09-2025 09:25:30,03-09-2025 09:26:16,"Nasi Goreng,Vanilla",Table,"Rp43.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 09:28:09,03-09-2025 09:28:28,ButterScotch,Table,"Rp23.000,00",Cash,Mita
03-09-2025 10:05:58,03-09-2025 10:07:42,Chocolate,Table,"Rp25.000,00",Cash,Mita
03-09-2025 10:34:50,03-09-2025 10:36:48,"ButterScotch,Kentang Goreng",Table,"Rp38.000,00",Cash,Mita
03-09-2025 10:37:46,03-09-2025 10:38:02,"White/Latte,ChocoBerry",Table,"Rp50.000,00",Cash,Mita
03-09-2025 11:07:00,03-09-2025 11:07:16,Nasi Goreng,Table,"Rp20.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 11:08:07,03-09-2025 11:08:16,"Air Mineral,Nasi Goreng",Table,"Rp25.000,00",Cash,Mita
03-09-2025 11:11:46,03-09-2025 11:12:09,"Nasi Goreng,Lemon Tea",Table,"Rp39.000,00",Cash,Mita
03-09-2025 11:13:46,03-09-2025 11:13:53,Sup Ubi,Table,"Rp20.000,00",Cash,Mita
03-09-2025 11:14:48,03-09-2025 11:15:12,"Nasi Goreng,ButterScotch",Table,"Rp43.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 11:16:18,03-09-2025 11:17:03,"Nasi Goreng,Air Mineral",Table,"Rp50.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 11:17:53,03-09-2025 11:17:59,"Nasi Goreng,Air Mineral",Table,"Rp50.000,00",Cash,Mita
03-09-2025 11:18:49,03-09-2025 11:18:59,"Matcha,BerryCha",Table,"Rp54.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 11:21:14,03-09-2025 11:21:36,"Caramel,BerryCha",Table,"Rp50.000,00",Cash,Mita
03-09-2025 11:44:36,03-09-2025 11:46:43,"Nasi Goreng,Matcha,Lemon Tea",Table,"Rp86.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 11:47:29,03-09-2025 11:47:42,"Air Mineral,Ayam Geprek",Table,"Rp22.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 11:48:29,03-09-2025 11:48:36,"Americano Peach,Air Mineral",Table,"Rp30.000,00",Cash,Mita
03-09-2025 11:51:06,03-09-2025 11:52:27,ButterScotch,Table,"Rp23.000,00",Cash,Mita
03-09-2025 11:53:14,03-09-2025 11:53:21,Chocolate,Table,"Rp25.000,00",Cash,Mita
03-09-2025 12:06:19,03-09-2025 12:07:01,Caramel,Table,"Rp23.000,00",Cash,Mita
03-09-2025 12:23:43,03-09-2025 12:24:05,"Hazelnut,Coconut",Table,"Rp46.000,00",Cash,Mita
03-09-2025 12:42:34,03-09-2025 12:43:03,"Matcha,Chocolate",Table,"Rp52.000,00",Cash,Mita
03-09-2025 12:45:49,03-09-2025 12:46:02,Kentang Goreng,Table,"Rp15.000,00",Cash,Mita
03-09-2025 12:51:52,03-09-2025 12:51:54,Risol,Table,"Rp10.000,00",Cash,Mita
03-09-2025 12:58:35,03-09-2025 12:58:38,Risol,Table,"Rp10.000,00",Cash,Mita
03-09-2025 13:01:14,03-09-2025 13:01:29,Caramel,Table,"Rp23.000,00",Cash,Mita
03-09-2025 13:06:14,03-09-2025 13:06:48,"Matcha,Chocolate,Red Velvet",Table,"Rp75.000,00",Cash,Mita
03-09-2025 13:14:36,03-09-2025 13:14:58,BerryCano,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 13:37:28,03-09-2025 13:37:48,Caramel,Table,"Rp23.000,00",Cash,Mita
03-09-2025 13:50:57,03-09-2025 13:52:08,"Caramel,Kentang Goreng",Table,"Rp61.000,00",Cash,Mita
03-09-2025 14:04:58,03-09-2025 14:05:01,Kentang Goreng,Table,"Rp15.000,00",Cash,Mita
03-09-2025 14:07:36,03-09-2025 14:07:42,Nasi Goreng,Table,"Rp60.000,00",Cash,Mita
03-09-2025 14:14:57,03-09-2025 14:16:02,"Banana Chocolate,LoveBerry",Table,"Rp69.000,00",Cash,Mita
03-09-2025 14:28:30,03-09-2025 14:28:39,Lemon Tea,Table,"Rp19.000,00",Cash,Mita
03-09-2025 14:53:47,03-09-2025 14:54:26,"Nasi Goreng,Lemon Tea",Table,"Rp39.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 15:01:38,03-09-2025 15:06:55,Pisang Goreng,Table,"Rp15.000,00",Cash,Mita
03-09-2025 15:02:47,03-09-2025 15:03:42,"Nasi Goreng,Bakso Bakar,Air Mineral",Table,"Rp37.000,00",Cash,Mita
03-09-2025 15:08:17,03-09-2025 15:08:24,Lemon Tea,Table,"Rp19.000,00",Cash,Mita
03-09-2025 15:10:27,03-09-2025 15:10:30,Air Mineral,Table,"Rp5.000,00",Cash,Mita
03-09-2025 15:16:22,03-09-2025 15:17:06,"Americano ,Air Mineral",Table,"Rp20.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 16:00:37,03-09-2025 16:01:26,"BerryLush,Red Velvet",Table,"Rp73.000,00","Bank Transfer, SCAN QR",Mita
03-09-2025 16:30:53,03-09-2025 16:30:58,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
03-09-2025 16:46:04,03-09-2025 16:46:13,Risol,Table,"Rp20.000,00",Cash,Zahra
03-09-2025 16:50:51,03-09-2025 16:51:50,"Florana,BerryLush",Table,"Rp71.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 17:17:32,03-09-2025 17:17:54,"Banana,Air Mineral",Table,"Rp28.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 17:19:48,03-09-2025 17:20:59,"Caramel,Mix Platter",Lainnya,"Rp66.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 17:21:46,03-09-2025 17:22:15,Pisang Goreng,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 17:27:51,03-09-2025 17:28:07,Florana,Table,"Rp23.000,00",Cash,Zahra
03-09-2025 17:33:52,03-09-2025 17:34:40,BerryLush,Lainnya,"Rp25.000,00",Cash,Zahra
03-09-2025 17:49:11,03-09-2025 17:51:09,"BerryLush,Pisang Goreng",Table,"Rp65.000,00",Cash,Zahra
03-09-2025 17:54:16,03-09-2025 17:56:21,"ButterScotch,Florana,Mix Platter",Table,"Rp66.000,00",Cash,Zahra
03-09-2025 17:57:55,03-09-2025 17:58:14,Florana,Table,"Rp23.000,00",Cash,Zahra
03-09-2025 18:12:30,03-09-2025 18:14:11,"Banana Chocolate,Ubi Goreng,Chocolate,Air Mineral",Table,"Rp67.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 18:18:39,03-09-2025 18:19:14,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
03-09-2025 18:21:11,03-09-2025 18:23:17,"Lemon Tea,Americano ,Risol",Table,"Rp82.000,00",Cash,Zahra
03-09-2025 18:28:27,03-09-2025 18:28:30,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
03-09-2025 18:30:56,03-09-2025 18:31:18,Hazelnut,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 18:32:00,03-09-2025 18:32:15,Lemon Tea,Table,"Rp19.000,00",Cash,Zahra
03-09-2025 18:46:47,03-09-2025 18:47:55,"BerryLush,Risol,Air Mineral",Table,"Rp60.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 18:56:37,03-09-2025 18:57:12,Matcha,Table,"Rp27.000,00",Cash,Zahra
03-09-2025 19:06:51,03-09-2025 19:08:08,"Nasi Goreng,Air Mineral",Table,"Rp50.000,00",Cash,Zahra
03-09-2025 19:30:48,03-09-2025 19:33:45,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:34:37,03-09-2025 19:34:49,Americano ,Table,"Rp15.000,00",Cash,Zahra
03-09-2025 19:36:43,03-09-2025 19:38:07,"BerryCha,Kentang Goreng,Mie Goreng,Matcha,Ubi Goreng",Table,"Rp104.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:41:38,03-09-2025 19:42:16,"Nasi Goreng,Air Mineral",Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:42:53,03-09-2025 19:43:08,Banana Chocolate,Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:43:43,03-09-2025 19:44:13,White/Latte,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:44:53,03-09-2025 19:46:21,"Nasi Goreng,Air Mineral,Pisang Goreng,Mix Platter",Table,"Rp60.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:48:08,03-09-2025 19:49:16,Banana Chocolate,Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:53:07,03-09-2025 19:53:37,"Americano ,Pisang Goreng,Air Mineral",Table,"Rp35.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 19:55:42,03-09-2025 19:56:24,White/Latte,Table,"Rp23.000,00",Cash,Zahra
03-09-2025 19:57:30,03-09-2025 19:57:40,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
03-09-2025 19:59:51,03-09-2025 20:34:27,Classic,Table,"Rp17.000,00",Cash,Zahra
03-09-2025 20:00:18,03-09-2025 20:00:25,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
03-09-2025 20:01:45,03-09-2025 20:02:12,"Lemon Tea,Mix Platter",Table,"Rp58.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:06:16,03-09-2025 20:06:49,"Sup Ubi,Air Mineral",Table,"Rp25.000,00",Cash,Zahra
03-09-2025 20:10:42,03-09-2025 20:10:58,"Ubi Goreng,Pisang Goreng",Table,"Rp30.000,00",Cash,Zahra
03-09-2025 20:20:21,03-09-2025 23:16:21,"White/Latte,BerryLush,Ubi Goreng,Pisang Goreng,BerryLush,Air Mineral,BerryLush,Kukis ",Table,"Rp202.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:23:28,03-09-2025 20:24:51,"Nasi Goreng,Mix Platter,BerryCha",Table,"Rp67.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:25:51,03-09-2025 20:27:08,"Banana Chocolate,Chocolate,Mix Platter,Kukis ",Table,"Rp79.000,00",Cash,Zahra
03-09-2025 20:27:40,03-09-2025 20:28:25,"Chocolate,Air Mineral",Table,"Rp55.000,00",Cash,Zahra
03-09-2025 20:29:04,03-09-2025 20:29:52,"Americano ,Nasi Goreng,Ayam Geprek,Florana,Air Mineral",Table,"Rp80.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:40:17,03-09-2025 20:41:19,"Matcha,Kentang Goreng",Table,"Rp69.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:42:23,03-09-2025 20:45:07,"Banana Chocolate,Nasi Goreng,Red Velvet,Matcha,Vanilla",Table,"Rp115.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:46:02,03-09-2025 20:46:36,"Coconut,Caramel",Table,"Rp69.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:48:35,03-09-2025 20:49:31,"Caramel,Lemon Tea,Kentang Goreng",Table,"Rp57.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 20:56:57,03-09-2025 20:57:05,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
03-09-2025 21:09:41,03-09-2025 21:10:11,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:10:31,03-09-2025 21:11:05,Banana Chocolate,Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:12:29,03-09-2025 21:13:41,"Chocolate,Banana Chocolate,Kentang Goreng",Table,"Rp62.000,00",Cash,Zahra
03-09-2025 21:14:21,03-09-2025 21:14:42,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:15:11,03-09-2025 21:16:27,Florana,Table,"Rp46.000,00",Cash,Zahra
03-09-2025 21:16:56,03-09-2025 21:17:06,BerryLush,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:17:28,03-09-2025 21:17:53,"Ayam Geprek,Red Velvet,Air Mineral",Table,"Rp45.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:19:08,03-09-2025 21:20:01,"Filter,Chocolate,Air Mineral",Table,"Rp55.000,00",Cash,Zahra
03-09-2025 21:21:47,03-09-2025 21:22:03,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:23:02,03-09-2025 21:25:06,"Tropicalush,BerryCha,White/Latte,Risol",Table,"Rp85.000,00",Cash,Zahra
03-09-2025 21:26:23,03-09-2025 21:26:38,"Mix Platter,Air Mineral",Table,"Rp25.000,00",Cash,Zahra
03-09-2025 21:28:15,03-09-2025 21:28:28,BerryCha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:30:26,03-09-2025 21:31:41,"ButterScotch,BerryLush,Caramel",Table,"Rp71.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 21:33:18,03-09-2025 21:36:20,"Florana,BerryLush,Pisang Goreng",Table,"Rp63.000,00",Cash,Zahra
03-09-2025 21:45:56,03-09-2025 21:47:40,"Nasi Goreng,ButterScotch,Vanilla,Air Mineral",Table,"Rp71.000,00",Cash,Zahra
03-09-2025 22:05:39,03-09-2025 22:07:06,"Nasi Goreng,Florana,Red Velvet",Table,"Rp66.000,00",Cash,Zahra
03-09-2025 22:08:51,03-09-2025 22:10:55,"Risol,ButterScotch",Table,"Rp66.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 22:19:20,03-09-2025 22:19:46,"Chocolate,Americano ",Table,"Rp55.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 22:20:30,03-09-2025 22:20:55,Classic,Table,"Rp34.000,00",Cash,Zahra
03-09-2025 22:21:24,03-09-2025 22:23:25,Banana,Table,"Rp46.000,00",Cash,Zahra
03-09-2025 22:48:17,03-09-2025 22:48:38,BerryLush,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
03-09-2025 22:49:22,03-09-2025 22:49:54,Banana,Table,"Rp23.000,00",Cash,Zahra
03-09-2025 22:59:07,03-09-2025 23:00:15,Americano ,Table,"Rp15.000,00",Cash,Zahra
04-09-2025 09:58:42,04-09-2025 10:21:37,"BerryLush,Pisang Goreng,Air Mineral,Bakso Bakar",Table,"Rp57.000,00",Cash,Mita
04-09-2025 13:31:59,04-09-2025 13:33:33,"Sup Ubi,Nasi Goreng,BerryLush,Donat,BerryCha,Air Mineral",Table,"Rp174.000,00",Cash,Mita
04-09-2025 13:37:24,04-09-2025 13:37:55,"Air Mineral,Donat",Table,"Rp15.000,00",Cash,Mita
04-09-2025 13:50:10,04-09-2025 13:50:14,Donat,Table,"Rp10.000,00",Cash,Mita
04-09-2025 13:54:26,04-09-2025 13:54:30,Donat,Table,"Rp10.000,00",Cash,Mita
04-09-2025 13:58:02,04-09-2025 13:58:08,Ayam Geprek,Table,"Rp17.000,00",Cash,Mita
04-09-2025 14:12:23,04-09-2025 14:12:46,Vanilla,Table,"Rp92.000,00",Cash,Mita
04-09-2025 14:22:44,04-09-2025 14:24:20,"Florana,LemonBerry,Kentang Goreng",Table,"Rp63.000,00",Cash,Mita
04-09-2025 14:38:12,04-09-2025 14:39:38,"Matcha,Risol,BerryCha,Pisang Goreng",Table,"Rp89.000,00",Cash,Mita
04-09-2025 14:40:53,04-09-2025 14:41:47,"Sup Ubi,BerryLush",Table,"Rp45.000,00","Bank Transfer, SCAN QR",Mita
04-09-2025 14:58:48,04-09-2025 14:59:42,"Matcha,Donat",Table,"Rp37.000,00",Cash,Mita
04-09-2025 15:00:15,04-09-2025 15:00:17,Hazelnut,Table,"Rp23.000,00",Cash,Mita
04-09-2025 15:01:16,04-09-2025 15:01:46,"Bakso Bakar,LoveBerry",Table,"Rp37.000,00",Cash,Mita
04-09-2025 15:02:37,04-09-2025 15:02:56,"Matcha,Pisang Goreng",Table,"Rp42.000,00",Cash,Mita
04-09-2025 15:05:18,04-09-2025 15:06:01,BerryCha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Mita
04-09-2025 15:17:46,04-09-2025 15:19:16,"Florana,Risol",Table,"Rp66.000,00",Cash,Mita
04-09-2025 15:23:06,04-09-2025 15:23:45,"Nasi Goreng,Air Mineral",Table,"Rp25.000,00",Cash,Mita
04-09-2025 15:27:52,04-09-2025 15:28:32,Americano ,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Mita
04-09-2025 15:46:21,04-09-2025 15:47:46,"Nasi Goreng,Mie Goreng,Lemon Tea,Mix Platter",Table,"Rp98.000,00",Cash,Mita
04-09-2025 15:55:49,04-09-2025 15:55:57,Caramel,Table,"Rp23.000,00",Cash,Mita
04-09-2025 16:35:48,04-09-2025 17:14:49,"Hazelnut,Caramel,Donat,Air Mineral",Table,"Rp71.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 16:36:57,04-09-2025 16:37:56,Lemon Tea,Table,"Rp38.000,00",Cash,Zahra
04-09-2025 16:52:32,04-09-2025 16:52:36,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 17:21:00,04-09-2025 17:23:07,"Matcha,Chocolate,Donat",Table,"Rp72.000,00",Cash,Zahra
04-09-2025 17:30:57,04-09-2025 17:32:06,"BerryLush,Sweet Cloud",Table,"Rp50.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 17:34:00,04-09-2025 17:34:22,Vanilla,Table,"Rp23.000,00",Cash,Zahra
04-09-2025 17:35:18,04-09-2025 17:35:31,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
04-09-2025 17:42:06,04-09-2025 17:43:05,Chocolate,Table,"Rp25.000,00",Cash,Zahra
04-09-2025 17:43:17,04-09-2025 17:43:50,Hazelnut,Table,"Rp23.000,00",Cash,Zahra
04-09-2025 18:12:26,04-09-2025 18:13:06,"Matcha,ButterScotch,Pisang Goreng,Donat",Table,"Rp75.000,00",Cash,Zahra
04-09-2025 18:16:25,04-09-2025 18:16:29,Donat,Table,"Rp10.000,00",Cash,Zahra
04-09-2025 18:23:52,04-09-2025 18:24:54,Florana,Table,"Rp46.000,00",Cash,Zahra
04-09-2025 18:57:10,04-09-2025 18:57:28,Donat,Table,"Rp10.000,00",Cash,Zahra
04-09-2025 19:04:15,04-09-2025 19:04:32,"Pisang Goreng,Air Mineral",Table,"Rp20.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 19:22:28,04-09-2025 19:23:04,"Matcha,Hazelnut",Table,"Rp50.000,00",Cash,Zahra
04-09-2025 19:37:04,04-09-2025 19:40:50,"Chocolate,Pisang Goreng",Table,"Rp65.000,00",Cash,Zahra
04-09-2025 19:42:50,04-09-2025 19:51:52,Banana,Table,"Rp23.000,00",Cash,Zahra
04-09-2025 19:45:08,04-09-2025 19:46:11,"Ayam Geprek,Caramel,Lemon Tea",Table,"Rp59.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 19:46:44,04-09-2025 19:47:28,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 19:48:46,04-09-2025 19:51:08,"Red Velvet,Hazelnut,Kentang Goreng,Risol,Kukis ",Table,"Rp106.000,00",Cash,Zahra
04-09-2025 19:58:23,04-09-2025 19:59:24,"Florana,Hazelnut,Risol",Table,"Rp56.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:18:17,04-09-2025 20:18:35,Banana,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:21:55,04-09-2025 20:22:37,Chocolate,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:23:37,04-09-2025 20:24:25,"Banana Chocolate,Hazelnut",Table,"Rp45.000,00",Cash,Zahra
04-09-2025 20:26:47,04-09-2025 20:27:54,"Matcha,Chocolate,Mix Platter",Table,"Rp72.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:37:59,04-09-2025 20:38:24,Coconut,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:38:54,04-09-2025 20:40:20,"BerryCha,Banana Chocolate,Mix Platter,Risol",Table,"Rp79.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:41:06,04-09-2025 20:41:28,Matcha,Table,"Rp27.000,00",Cash,Zahra
04-09-2025 20:42:32,04-09-2025 20:42:41,Florana,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:43:15,04-09-2025 20:43:43,"ButterScotch,Nasi Goreng",Table,"Rp43.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 20:44:09,04-09-2025 20:46:27,"Matcha,Hazelnut,Chocolate,Pisang Goreng",Table,"Rp117.000,00",Cash,Zahra
04-09-2025 20:48:57,04-09-2025 20:50:42,"ButterScotch,BerryCha,Ubi Goreng,Mix Platter",Table,"Rp85.000,00",Cash,Zahra
04-09-2025 20:56:56,04-09-2025 20:57:06,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
04-09-2025 20:58:46,04-09-2025 20:59:06,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
04-09-2025 21:06:47,04-09-2025 21:08:21,"White/Latte,ButterScotch,Pisang Goreng,Air Mineral",Table,"Rp66.000,00",Cash,Zahra
04-09-2025 21:09:03,04-09-2025 21:09:08,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
04-09-2025 21:13:14,04-09-2025 21:13:18,Mix Platter,Table,"Rp20.000,00",Cash,Zahra
04-09-2025 21:14:42,04-09-2025 21:14:48,Ubi Goreng,Table,"Rp15.000,00",Cash,Zahra
04-09-2025 21:21:29,04-09-2025 21:21:54,"Filter,Air Mineral",Table,"Rp30.000,00",Cash,Zahra
04-09-2025 21:23:21,04-09-2025 21:24:30,"White/Latte,ButterScotch,Kentang Goreng",Lainnya,"Rp61.000,00",Cash,Zahra
04-09-2025 21:30:17,04-09-2025 21:30:25,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
04-09-2025 21:35:53,04-09-2025 21:37:07,"BerryCha,Americano ,ButterScotch,Mix Platter,Kentang Goreng,Risol",Table,"Rp110.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 21:48:31,04-09-2025 21:49:15,"Vanilla,Florana",Table,"Rp46.000,00",Cash,Zahra
04-09-2025 21:57:51,04-09-2025 21:58:02,Risol,Table,"Rp30.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 21:58:17,04-09-2025 21:58:21,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 22:00:20,04-09-2025 22:17:53,Americano ,Table,"Rp15.000,00",Cash,Zahra
04-09-2025 22:01:07,04-09-2025 22:02:23,"Caramel,Matcha,Kentang Goreng",Table,"Rp65.000,00",Cash,Zahra
04-09-2025 22:06:30,04-09-2025 22:07:23,"Caramel,BerryLush",Table,"Rp48.000,00",Cash,Zahra
04-09-2025 22:08:06,04-09-2025 22:08:23,"White/Latte,ButterScotch",Table,"Rp46.000,00",Cash,Zahra
04-09-2025 22:10:01,04-09-2025 22:11:03,"Banana,Hazelnut,Caramel",Table,"Rp69.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 22:13:22,04-09-2025 22:15:09,"Mie Goreng,Sup Ubi,BerryCano,Matcha,Air Mineral",Table,"Rp97.000,00",Cash,Zahra
04-09-2025 22:23:07,04-09-2025 22:23:32,"Nasi Goreng,Air Mineral",Table,"Rp45.000,00",Cash,Zahra
04-09-2025 22:33:46,04-09-2025 22:34:22,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 22:35:24,04-09-2025 22:36:39,"Florana,White/Latte",Table,"Rp69.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 22:50:00,04-09-2025 22:50:23,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
04-09-2025 22:59:12,04-09-2025 23:00:53,"Banana Chocolate,BerryLush,White/Latte,Mix Platter",Table,"Rp90.000,00","Bank Transfer, SCAN QR",Zahra
04-09-2025 23:02:13,04-09-2025 23:02:39,Caramel,Table,"Rp23.000,00",Cash,Zahra
04-09-2025 23:10:39,04-09-2025 23:10:50,Americano Peach,Table,"Rp25.000,00",Cash,Zahra
05-09-2025 12:13:59,05-09-2025 12:14:51,Ayam Geprek,Table,"Rp34.000,00",Cash,Zahra
05-09-2025 12:43:21,05-09-2025 12:43:57,ChocoBerry,Table,"Rp27.000,00",Cash,Zahra
05-09-2025 12:44:35,05-09-2025 12:44:40,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
05-09-2025 12:54:51,05-09-2025 12:56:34,"ButterScotch,Florana,Mix Platter,Air Mineral",Table,"Rp71.000,00",Cash,Zahra
05-09-2025 12:57:13,05-09-2025 12:57:16,Kukis ,Table,"Rp12.000,00",Cash,Zahra
05-09-2025 12:59:43,05-09-2025 12:59:52,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
05-09-2025 13:10:32,05-09-2025 13:12:00,"Vanilla,Air Mineral,Risol",Table,"Rp38.000,00",Cash,Zahra
05-09-2025 13:48:23,05-09-2025 13:50:11,"Matcha,Mie Goreng",Table,"Rp74.000,00",Cash,Zahra
05-09-2025 14:21:37,05-09-2025 14:23:08,Florana,Table,"Rp23.000,00",Cash,Zahra
